Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
A,Ship,4,1,267,4.0,medium,M,2.0,4024
A,Road,5,3,263,3.0,medium,F,2.0,4688
D,Ship,4,3,239,3.0,medium,M,9.0,5897
F,Ship,4,4,185,3.0,medium,M,9.0,4469
C,Ship,5,4,238,5.0,low,M,6.0,1850
B,Ship,5,5,228,4.0,low,M,6.0,4946
F,Ship,3,4,238,3.0,medium,F,8.0,5337
C,Ship,2,4,152,3.0,low,M,43.0,1498
C,Ship,4,4,192,2.0,low,M,1.0,4429
C,Ship,4,4,187,3.0,low,F,8.0,4893
F,Road,4,4,139,3.0,high,F,43.0,1415
F,Ship,5,1,236,5.0,low,M,4.0,1123
C,Flight,4,2,252,3.0,low,F,1.0,4176
D,Ship,4,3,223,3.0,medium,F,9.0,5897
B,Flight,4,5,257,3.0,medium,M,5.0,4180
C,Ship,5,2,258,3.0,medium,F,8.0,4921
A,Flight,2,5,189,2.0,low,M,38.0,3708
D,Flight,3,1,180,3.0,low,F,29.0,1414
B,Flight,4,1,212,2.0,medium,F,7.0,5864
F,Flight,6,5,243,4.0,low,F,6.0,1898
B,Ship,3,1,154,5.0,medium,F,3.0,4524
B,Ship,2,2,161,3.0,low,F,5.0,5999
D,Flight,3,2,152,4.0,medium,F,7.0,5943
F,Flight,5,4,135,4.0,medium,M,4.0,4541
A,Ship,4,4,149,3.0,medium,M,6.0,5508
B,Flight,3,4,213,3.0,low,F,4.0,5481
F,Flight,7,5,310,4.0,low,F,5.0,1975
D,Ship,3,2,189,2.0,low,M,6.0,4488
C,Ship,3,4,209,2.0,high,M,10.0,4540
A,Ship,3,2,238,5.0,medium,M,3.0,4388
F,Flight,4,4,264,3.0,low,F,2.0,4279
D,Road,5,4,263,3.0,high,M,10.0,2538
F,Ship,4,4,135,3.0,medium,M,2.0,5016
C,Road,4,5,206,3.0,medium,M,5.0,5785
F,Ship,5,2,262,5.0,medium,F,4.0,1532
A,Flight,3,5,245,5.0,medium,M,8.0,4909
F,Ship,3,5,197,3.0,low,M,3.0,5658
D,Road,4,5,239,2.0,medium,F,1.0,4247
F,Ship,5,1,186,4.0,medium,M,5.0,5239
F,Road,4,4,173,3.0,low,M,10.0,4616
D,Ship,4,3,236,3.0,low,M,1.0,4752
F,Flight,4,1,195,2.0,medium,M,19.0,2878
D,Ship,3,2,255,4.0,low,F,8.0,5511
C,Ship,6,3,298,4.0,low,F,9.0,1515
B,Flight,4,3,153,3.0,low,M,5.0,5743
A,Ship,3,3,217,3.0,medium,M,10.0,5439
B,Ship,3,3,238,2.0,medium,M,2.0,5512
D,Ship,4,4,257,5.0,medium,F,9.0,1869
D,Road,3,3,188,5.0,low,F,6.0,5713
D,Ship,3,5,135,2.0,medium,F,9.0,5614
F,Ship,3,3,221,2.0,medium,F,26.0,3120
F,Ship,4,4,272,3.0,low,M,9.0,5458
D,Ship,4,4,267,4.0,low,F,8.0,5219
C,Flight,4,4,269,5.0,high,F,3.0,4488
C,Ship,4,2,235,3.0,low,F,21.0,3088
D,Flight,2,2,215,5.0,medium,M,3.0,5185
F,Road,5,1,145,3.0,low,M,20.0,1387
F,Ship,5,1,167,3.0,low,M,9.0,4660
D,Road,3,4,244,3.0,low,F,43.0,2844
F,Ship,5,4,182,2.0,medium,M,2.0,4554
C,Flight,4,1,203,4.0,low,M,34.0,3813
F,Ship,2,4,107,4.0,high,F,4.0,4451
F,Ship,3,3,153,5.0,low,M,35.0,1089
A,Road,4,4,253,2.0,low,F,6.0,5892
F,Road,4,5,235,3.0,medium,F,22.0,2015
F,Ship,7,4,310,4.0,low,M,6.0,1003
B,Ship,5,2,229,3.0,low,F,3.0,4916
D,Road,4,1,264,4.0,low,F,6.0,4863
D,Ship,4,3,199,3.0,low,M,8.0,4391
F,Ship,5,1,227,5.0,low,M,6.0,1667
D,Ship,3,2,234,4.0,high,F,7.0,4568
D,Ship,4,1,240,4.0,low,M,9.0,4471
B,Ship,5,4,231,5.0,medium,F,3.0,1075
D,Road,5,5,247,2.0,medium,M,5.0,4250
B,Flight,5,3,260,2.0,high,F,43.0,2715
A,Flight,6,3,165,4.0,low,F,10.0,5965
D,Flight,4,3,244,4.0,low,M,10.0,4118
C,Ship,7,5,265,4.0,low,F,1.0,1601
B,Ship,4,4,168,4.0,medium,F,4.0,4676
F,Flight,5,1,170,4.0,medium,M,4.0,5113
B,Ship,5,3,250,5.0,low,M,12.0,2722
B,Flight,4,1,254,5.0,low,M,5.0,4104
F,Flight,4,2,262,3.0,low,M,6.0,5381
F,Ship,4,4,265,4.0,medium,F,6.0,4607
D,Road,3,1,159,2.0,medium,M,5.0,4906
F,Road,3,1,119,2.0,low,F,10.0,4146
D,Ship,4,3,241,5.0,low,M,6.0,1324
A,Ship,5,2,254,5.0,high,M,6.0,1491
A,Flight,3,5,188,2.0,low,F,12.0,2711
B,Ship,5,5,254,5.0,low,F,35.0,2508
D,Flight,3,4,259,4.0,medium,F,5.0,4564
F,Flight,2,4,142,3.0,high,M,2.0,5700
F,Ship,6,4,253,4.0,medium,M,10.0,1248
F,Flight,4,5,228,4.0,low,M,4.0,4750
F,Ship,4,1,267,3.0,medium,M,37.0,2716
A,Road,5,3,201,2.0,low,F,1.0,4548
D,Ship,4,4,266,2.0,low,F,2.0,4290
F,Flight,6,2,205,5.0,high,M,6.0,4756
F,Ship,4,4,256,3.0,low,F,5.0,5399
F,Flight,5,2,205,3.0,medium,F,1.0,4351
F,Ship,5,4,271,2.0,medium,F,6.0,4801
B,Road,5,3,244,5.0,low,F,3.0,1174
B,Flight,5,5,173,3.0,low,M,4.0,5265
F,Ship,2,5,148,3.0,high,F,11.0,1502
F,Ship,5,1,224,2.0,low,F,14.0,2959
C,Ship,3,2,169,5.0,medium,F,4.0,1665
F,Ship,5,4,266,2.0,medium,M,1.0,5494
D,Flight,4,1,175,4.0,low,M,2.0,4053
F,Flight,3,4,212,3.0,low,F,8.0,5214
C,Ship,4,4,209,3.0,high,F,5.0,5979
D,Ship,4,2,224,2.0,medium,F,8.0,4781
C,Flight,4,1,161,2.0,high,F,21.0,1075
F,Flight,4,2,272,2.0,low,M,43.0,2377
C,Ship,5,1,248,5.0,low,F,8.0,1810
D,Ship,3,2,164,2.0,medium,M,3.0,4442
F,Road,3,3,242,3.0,low,F,8.0,4199
B,Flight,6,3,218,3.0,low,M,6.0,4594
F,Ship,2,1,200,3.0,medium,M,34.0,2199
F,Road,4,5,143,2.0,medium,F,20.0,1360
C,Road,3,2,272,3.0,low,M,2.0,4459
D,Ship,4,5,160,3.0,low,F,9.0,5799
D,Ship,4,5,209,3.0,medium,F,4.0,4809
A,Ship,6,5,254,4.0,low,M,7.0,1674
F,Ship,7,3,250,5.0,medium,F,4.0,1163
F,Road,3,4,287,5.0,medium,F,9.0,5308
D,Ship,5,5,234,5.0,medium,F,43.0,2443
B,Road,5,1,282,4.0,low,F,9.0,4766
C,Road,3,3,155,3.0,medium,M,5.0,4957
F,Ship,3,3,138,2.0,medium,F,40.0,1117
D,Ship,2,5,209,5.0,medium,F,10.0,4623
D,Ship,4,2,262,3.0,low,M,4.0,5085
C,Road,5,4,177,2.0,medium,F,43.0,1664
D,Ship,5,4,273,2.0,low,F,1.0,5008
B,Ship,5,5,188,3.0,low,F,7.0,4485
F,Road,3,5,264,2.0,medium,F,1.0,3947
B,Ship,2,2,247,3.0,low,F,4.0,4686
C,Flight,4,4,236,3.0,low,M,10.0,4347
F,Ship,2,2,146,4.0,low,M,4.0,5817
F,Ship,4,3,253,5.0,low,M,6.0,1367
F,Ship,5,4,234,3.0,low,F,2.0,4269
C,Road,3,1,182,3.0,medium,F,40.0,3536
F,Ship,4,5,261,2.0,low,M,3.0,4119
D,Ship,5,5,165,4.0,medium,F,3.0,4242
D,Ship,4,4,188,4.0,low,F,10.0,4571
A,Flight,3,4,174,3.0,low,F,3.0,5366
B,Ship,3,4,236,4.0,high,F,9.0,4744
B,Ship,4,2,162,3.0,low,M,7.0,5614
B,Ship,4,4,207,3.0,low,M,9.0,4314
B,Ship,6,3,308,5.0,medium,F,4.0,1118
F,Ship,5,3,104,4.0,low,M,3.0,4885
C,Road,6,3,127,3.0,medium,F,7.0,5574
A,Ship,4,5,217,3.0,medium,M,2.0,5461
C,Road,4,4,192,3.0,medium,M,39.0,2943
B,Ship,4,1,218,5.0,low,F,5.0,1238
F,Road,5,4,267,5.0,low,M,9.0,1017
D,Ship,7,2,283,5.0,low,F,10.0,1722
D,Road,5,5,132,2.0,high,F,1.0,4233
F,Flight,4,4,207,3.0,low,M,20.0,2637
C,Road,3,2,268,3.0,low,M,30.0,2867
A,Ship,4,5,137,2.0,low,M,6.0,4055
B,Ship,6,1,138,3.0,low,M,6.0,1604
F,Ship,3,3,261,4.0,low,M,3.0,5722
F,Flight,4,4,199,4.0,high,M,1.0,4163
D,Road,6,1,188,5.0,low,M,4.0,4887
D,Ship,4,4,106,2.0,low,M,6.0,5984
B,Ship,3,3,178,3.0,low,M,3.0,5396
F,Flight,6,4,155,5.0,medium,F,8.0,5982
B,Ship,4,2,256,2.0,medium,M,10.0,3128
B,Ship,4,3,231,3.0,medium,F,8.0,5069
C,Ship,3,4,203,2.0,low,F,15.0,2281
C,Ship,4,3,239,2.0,medium,F,7.0,5384
D,Road,4,5,244,2.0,medium,F,7.0,5325
A,Ship,4,1,185,2.0,low,M,43.0,2910
A,Ship,4,2,233,5.0,low,F,8.0,1097
F,Flight,3,1,153,2.0,medium,F,43.0,1841
C,Road,5,4,179,5.0,medium,M,1.0,5433
C,Ship,5,4,134,3.0,medium,M,4.0,4908
D,Ship,4,5,143,5.0,low,M,38.0,1095
C,Road,2,4,108,5.0,high,M,5.0,4874
D,Ship,3,3,255,3.0,medium,M,23.0,3764
F,Flight,4,1,210,2.0,medium,F,7.0,3405
F,Ship,4,4,166,5.0,low,F,6.0,4100
B,Ship,7,1,250,5.0,medium,M,8.0,1776
B,Ship,2,4,180,2.0,low,F,8.0,4321
F,Ship,3,2,237,3.0,medium,F,10.0,5851
D,Road,3,3,139,3.0,low,F,7.0,5199
F,Road,3,1,187,2.0,low,F,10.0,5064
C,Ship,5,3,148,3.0,low,M,7.0,4714
F,Road,2,5,116,3.0,low,F,3.0,1688
F,Flight,3,5,130,5.0,low,F,27.0,1891
D,Ship,4,5,268,2.0,high,M,32.0,3675
A,Ship,2,5,271,3.0,low,M,9.0,4185
F,Road,4,4,266,4.0,medium,F,33.0,2701
D,Ship,3,2,141,3.0,low,M,7.0,4682
B,Ship,2,2,160,3.0,low,M,43.0,1691
C,Ship,7,4,261,5.0,low,M,6.0,1334
D,Flight,4,1,218,2.0,low,M,7.0,4597
F,Ship,5,3,225,3.0,medium,M,43.0,2270
A,Ship,4,4,251,4.0,low,F,10.0,5984
A,Flight,3,2,241,3.0,medium,F,43.0,3922
D,Ship,5,1,189,2.0,medium,M,8.0,5219
D,Road,4,5,216,2.0,low,M,2.0,4905
F,Ship,5,2,235,3.0,low,M,14.0,2984
F,Ship,4,3,164,2.0,low,F,3.0,1376
F,Ship,5,3,173,3.0,low,M,5.0,5395
A,Ship,3,4,254,3.0,medium,M,6.0,5716
F,Ship,4,3,267,3.0,low,F,42.0,2332
D,Road,4,1,202,3.0,high,M,43.0,2563
B,Ship,5,1,151,5.0,medium,M,2.0,4529
D,Flight,3,1,264,4.0,low,M,33.0,3561
D,Ship,6,4,237,5.0,medium,F,2.0,5437
B,Ship,3,3,162,2.0,medium,M,5.0,1202
F,Ship,4,5,152,3.0,medium,M,25.0,1222
C,Ship,3,5,175,2.0,low,F,40.0,1460
F,Ship,5,2,145,5.0,medium,F,22.0,1818
B,Ship,4,3,211,2.0,low,F,6.0,5473
B,Ship,4,1,232,5.0,medium,F,7.0,1899
B,Road,5,4,280,4.0,low,F,19.0,3298
D,Ship,3,4,222,3.0,medium,M,3.0,4068
B,Ship,5,5,208,2.0,medium,M,8.0,5321
D,Ship,5,4,190,2.0,medium,M,9.0,3753
B,Road,2,3,151,3.0,low,F,23.0,1930
D,Ship,7,1,301,4.0,low,M,10.0,1869
A,Road,3,4,186,3.0,medium,M,7.0,4536
F,Ship,4,1,198,4.0,low,F,5.0,5182
B,Ship,3,3,188,2.0,medium,F,2.0,4336
D,Ship,5,1,159,4.0,low,M,38.0,1277
B,Ship,4,2,264,5.0,medium,F,6.0,1736
D,Flight,4,5,275,5.0,medium,F,8.0,1093
F,Ship,3,5,193,2.0,low,F,10.0,5776
C,Ship,2,3,187,3.0,medium,F,6.0,5547
F,Ship,5,2,245,2.0,low,M,6.0,5366
F,Road,2,5,182,2.0,medium,F,43.0,2896
C,Ship,3,2,260,4.0,high,F,3.0,4423
A,Ship,4,2,137,2.0,medium,F,2.0,5804
C,Ship,5,4,236,5.0,low,M,1.0,1682
F,Flight,4,5,173,3.0,medium,F,8.0,4040
F,Flight,3,5,125,2.0,low,M,5.0,4933
A,Flight,4,2,236,3.0,medium,M,9.0,4725
A,Ship,7,3,310,4.0,medium,M,8.0,1860
F,Road,2,1,228,2.0,medium,M,10.0,4854
F,Ship,5,3,267,3.0,low,M,9.0,5258
D,Road,3,2,217,3.0,high,M,7.0,5910
F,Flight,5,1,250,4.0,medium,M,4.0,1438
B,Ship,7,3,306,4.0,low,F,4.0,1630
D,Ship,3,4,272,5.0,high,F,10.0,4070
D,Ship,4,2,223,3.0,low,M,7.0,4026
F,Ship,3,4,216,5.0,medium,F,8.0,4616
B,Ship,2,4,144,2.0,medium,M,5.0,5867
F,Road,4,5,231,3.0,low,F,6.0,4449
B,Flight,6,4,303,5.0,low,M,5.0,1195
F,Ship,5,5,265,3.0,medium,M,43.0,3997
A,Road,3,3,220,3.0,low,M,7.0,5323
A,Ship,3,1,186,3.0,medium,F,4.0,5515
D,Ship,3,3,147,2.0,low,F,43.0,1040
B,Ship,3,2,294,4.0,low,F,15.0,1318
B,Ship,3,3,148,2.0,low,M,42.0,1950
B,Ship,4,1,209,2.0,low,F,10.0,5066
A,Road,5,3,216,5.0,medium,M,4.0,4409
F,Flight,4,2,186,2.0,low,M,2.0,5604
A,Ship,3,3,213,3.0,medium,M,7.0,4133
F,Flight,4,3,235,5.0,low,F,4.0,1839
F,Ship,3,5,203,5.0,medium,F,1.0,4996
A,Ship,5,3,113,3.0,medium,F,5.0,4743
C,Ship,5,2,165,5.0,medium,M,9.0,5313
B,Ship,5,2,175,3.0,low,M,1.0,4019
F,Ship,6,4,255,4.0,low,F,3.0,1569
D,Ship,6,4,225,4.0,medium,M,10.0,4723
B,Flight,5,5,169,4.0,low,F,2.0,4188
B,Road,4,2,202,2.0,low,F,43.0,3008
B,Ship,5,5,212,5.0,low,F,6.0,4463
F,Ship,4,5,201,3.0,low,F,10.0,4530
A,Road,3,4,182,3.0,medium,F,7.0,5409
A,Flight,4,2,242,2.0,medium,F,8.0,5243
D,Flight,4,5,211,2.0,low,F,4.0,4106
F,Ship,3,2,229,5.0,high,M,3.0,5584
A,Flight,2,5,271,3.0,low,M,4.0,5775
A,Ship,3,3,159,3.0,low,M,3.0,5230
C,Ship,4,4,132,4.0,medium,F,43.0,1692
B,Road,3,1,242,4.0,low,M,10.0,4809
F,Flight,4,5,183,2.0,medium,F,2.0,4533
D,Ship,4,4,140,3.0,medium,M,11.0,1911
A,Flight,5,3,208,4.0,medium,M,10.0,2419
A,Ship,2,1,189,2.0,high,M,43.0,2429
D,Ship,3,1,183,4.0,low,M,5.0,5326
A,Flight,4,1,204,3.0,medium,M,3.0,4310
D,Ship,4,1,247,3.0,low,M,5.0,5636
F,Ship,3,3,239,3.0,low,M,8.0,5366
F,Ship,3,2,263,3.0,medium,F,3.0,4181
D,Flight,5,2,132,3.0,medium,F,4.0,4475
C,Ship,3,4,164,3.0,high,F,43.0,1293
C,Ship,3,5,190,5.0,medium,F,27.0,2739
B,Road,4,1,232,5.0,medium,M,9.0,1145
F,Ship,3,4,203,4.0,medium,M,43.0,3640
B,Ship,3,1,162,2.0,low,F,43.0,1125
F,Ship,4,3,201,3.0,low,F,43.0,3641
F,Ship,5,4,271,4.0,low,F,5.0,1184
F,Ship,5,4,135,2.0,medium,F,20.0,1908
B,Road,4,1,258,3.0,medium,M,36.0,2211
F,Road,3,2,134,2.0,medium,F,43.0,1946
B,Ship,6,5,194,5.0,low,F,8.0,4777
A,Ship,6,2,144,5.0,high,M,1.0,5501
F,Ship,5,2,192,5.0,medium,M,2.0,4045
F,Ship,5,2,111,4.0,medium,F,7.0,4424
D,Ship,3,4,98,3.0,low,M,5.0,4432
C,Ship,2,3,144,4.0,low,F,10.0,4075
C,Road,5,2,250,2.0,medium,F,6.0,5565
F,Ship,2,1,109,4.0,low,F,3.0,5264
B,Ship,7,4,192,3.0,low,F,33.0,1694
F,Ship,6,3,218,5.0,high,F,5.0,4352
C,Ship,5,4,228,3.0,medium,M,20.0,3382
F,Ship,3,5,187,3.0,low,M,20.0,2374
F,Ship,4,3,170,3.0,low,F,21.0,1588
C,Ship,3,5,205,5.0,low,F,25.0,2232
F,Ship,6,4,254,5.0,medium,F,10.0,1435
F,Road,5,2,168,2.0,medium,M,20.0,1539
B,Ship,4,4,207,5.0,low,F,1.0,4602
B,Flight,3,5,271,3.0,low,F,9.0,5328
C,Ship,5,1,274,2.0,medium,M,24.0,2423
A,Ship,2,5,265,2.0,low,F,43.0,3859
F,Flight,6,5,268,4.0,low,F,2.0,1324
F,Ship,3,4,209,3.0,low,M,37.0,2215
A,Ship,3,4,242,5.0,high,M,5.0,4127
F,Ship,4,4,174,2.0,low,F,11.0,1577
D,Flight,4,3,136,3.0,medium,F,4.0,5769
B,Flight,4,1,154,4.0,medium,M,1.0,5480
A,Ship,2,3,164,5.0,low,M,7.0,1243
A,Road,3,1,158,2.0,low,M,2.0,1284
D,Road,3,3,199,3.0,low,M,7.0,5258
A,Ship,4,2,139,3.0,low,M,29.0,1365
F,Ship,5,1,165,3.0,low,F,27.0,1905
C,Ship,4,2,249,5.0,low,M,1.0,1200
C,Flight,5,1,266,3.0,low,M,8.0,4786
D,Road,3,4,202,5.0,high,M,5.0,4632
F,Flight,5,4,266,5.0,medium,F,7.0,4486
F,Road,4,4,155,4.0,low,F,10.0,5483
A,Ship,3,4,145,3.0,low,F,7.0,4079
F,Ship,3,2,232,2.0,low,F,39.0,2139
B,Ship,4,3,246,3.0,low,F,5.0,4710
A,Ship,3,3,208,3.0,medium,M,43.0,3783
F,Ship,5,4,256,5.0,low,M,6.0,1551
B,Ship,4,3,271,2.0,medium,M,9.0,4967
A,Ship,2,1,104,5.0,low,M,30.0,1870
A,Ship,3,5,201,2.0,medium,M,2.0,4440
F,Ship,3,1,214,2.0,high,F,10.0,4310
D,Ship,7,5,253,4.0,low,F,6.0,1344
C,Ship,5,4,216,2.0,low,F,6.0,4535
C,Ship,3,1,199,2.0,medium,F,18.0,3346
B,Ship,5,5,245,5.0,low,M,10.0,1289
A,Ship,5,4,255,3.0,low,F,1.0,5775
A,Flight,5,3,224,5.0,low,M,5.0,1842
B,Ship,3,2,214,2.0,medium,M,7.0,1693
D,Ship,4,4,261,5.0,low,F,4.0,1649
B,Road,4,3,252,2.0,medium,F,43.0,2658
F,Ship,6,1,213,3.0,low,M,43.0,1548
A,Ship,3,1,133,3.0,medium,F,5.0,4538
A,Ship,6,4,292,4.0,medium,M,5.0,1793
C,Ship,5,4,222,3.0,low,M,3.0,5555
A,Ship,5,2,249,5.0,high,F,28.0,2846
D,Ship,3,5,126,2.0,low,F,43.0,1141
F,Ship,4,5,153,2.0,low,M,1.0,4492
F,Flight,3,5,258,3.0,low,M,21.0,3446
C,Road,2,5,263,3.0,low,F,5.0,2947
F,Flight,5,4,182,3.0,medium,F,11.0,3545
A,Ship,4,1,223,3.0,low,F,9.0,4832
C,Ship,3,3,221,3.0,low,F,5.0,4388
F,Road,6,5,244,3.0,low,M,9.0,5634
A,Ship,6,1,283,5.0,low,F,5.0,1298
F,Road,5,4,208,5.0,medium,M,8.0,5098
F,Flight,3,2,115,3.0,low,F,27.0,1814
D,Road,5,3,243,5.0,low,F,1.0,1856
D,Ship,5,1,267,4.0,low,M,5.0,4440
C,Ship,3,2,155,3.0,medium,F,7.0,1434
F,Ship,3,5,219,5.0,low,M,1.0,1394
F,Ship,4,3,106,2.0,medium,F,6.0,5867
D,Ship,5,4,214,2.0,medium,F,1.0,3709
D,Ship,5,5,200,3.0,low,M,6.0,4401
C,Ship,3,5,194,4.0,low,M,1.0,5534
A,Ship,5,5,246,5.0,medium,M,6.0,1053
A,Ship,4,2,180,3.0,medium,M,6.0,4417
B,Ship,2,1,255,3.0,low,M,19.0,1551
D,Ship,4,4,246,3.0,low,M,9.0,5041
F,Flight,3,4,235,3.0,low,M,4.0,5498
F,Ship,4,5,184,3.0,low,M,5.0,4039
D,Flight,3,5,132,3.0,low,M,7.0,4013
D,Ship,5,5,264,5.0,high,M,8.0,4644
B,Ship,5,1,256,5.0,low,F,5.0,1970
C,Flight,6,3,269,4.0,low,F,4.0,1948
A,Road,3,3,137,3.0,high,M,7.0,5794
F,Road,3,4,144,3.0,low,M,43.0,1865
F,Ship,6,5,98,3.0,low,F,8.0,5946
A,Ship,3,5,172,5.0,high,F,1.0,4929
C,Flight,4,5,210,4.0,medium,F,28.0,3905
F,Flight,6,5,308,4.0,low,F,7.0,1078
F,Ship,5,5,238,5.0,low,M,3.0,1351
A,Ship,4,3,183,3.0,low,M,4.0,5866
F,Ship,3,5,225,3.0,low,F,1.0,2864
D,Flight,3,2,181,3.0,medium,M,43.0,3786
A,Road,4,4,184,3.0,medium,M,2.0,4639
F,Flight,3,1,236,2.0,medium,F,8.0,5591
D,Ship,4,5,186,5.0,medium,F,1.0,4357
F,Ship,2,2,170,3.0,high,F,7.0,4284
F,Ship,6,5,255,4.0,low,F,9.0,1113
B,Ship,4,2,146,3.0,medium,M,7.0,4381
C,Ship,4,5,243,2.0,low,M,19.0,2829
A,Ship,3,3,238,3.0,low,F,43.0,3096
F,Road,5,5,245,4.0,medium,F,12.0,2225
B,Ship,5,3,223,2.0,medium,F,9.0,5735
F,Ship,4,3,136,3.0,medium,M,20.0,1531
A,Ship,2,5,107,3.0,medium,M,2.0,4853
F,Flight,4,1,260,4.0,low,M,2.0,4091
D,Flight,3,5,168,5.0,medium,M,9.0,5731
A,Road,5,1,179,3.0,low,F,43.0,1945
A,Ship,4,1,144,4.0,low,M,8.0,4970
F,Ship,5,5,221,5.0,low,M,7.0,1958
A,Road,3,1,145,4.0,low,F,43.0,1751
A,Ship,5,1,216,3.0,low,M,40.0,2668
D,Ship,6,4,276,4.0,low,F,2.0,1120
C,Ship,2,2,190,3.0,low,M,43.0,2380
A,Ship,3,3,231,2.0,medium,F,24.0,2177
B,Ship,5,1,235,5.0,medium,F,6.0,1059
A,Ship,4,4,192,3.0,low,F,25.0,2443
F,Ship,4,2,189,3.0,medium,M,6.0,3671
C,Ship,3,4,160,4.0,low,F,43.0,1408
F,Ship,4,5,189,3.0,medium,F,3.0,5193
D,Ship,3,2,164,5.0,high,M,14.0,1375
F,Ship,3,5,271,4.0,medium,M,1.0,5852
A,Ship,5,3,273,4.0,medium,M,2.0,4186
C,Ship,4,3,139,3.0,medium,F,43.0,1323
D,Flight,3,4,194,3.0,medium,M,7.0,4565
D,Road,3,5,243,2.0,medium,M,42.0,3421
C,Ship,3,2,262,5.0,high,M,5.0,5985
A,Flight,4,3,238,2.0,medium,F,2.0,5328
B,Ship,6,3,280,3.0,low,M,7.0,4620
F,Ship,5,5,168,3.0,low,F,6.0,4088
F,Ship,3,4,162,3.0,low,M,17.0,1700
B,Ship,4,4,272,2.0,low,M,1.0,4013
F,Flight,4,4,209,5.0,low,F,7.0,4852
D,Flight,4,2,203,3.0,low,F,4.0,5699
D,Ship,3,3,232,4.0,medium,M,3.0,5828
D,Ship,3,2,223,3.0,medium,F,6.0,2127
F,Ship,5,2,248,5.0,low,F,3.0,1046
F,Road,4,3,142,3.0,low,F,35.0,1512
A,Ship,6,5,287,4.0,low,M,8.0,1465
F,Ship,5,5,211,3.0,medium,F,7.0,5983
F,Ship,3,1,147,2.0,medium,M,43.0,1934
B,Ship,4,1,232,5.0,medium,F,6.0,1247
A,Ship,3,1,192,3.0,medium,M,4.0,4997
D,Ship,3,2,223,2.0,low,F,10.0,4604
C,Road,3,2,144,5.0,medium,M,43.0,1027
F,Ship,3,5,229,3.0,medium,F,12.0,3049
F,Ship,5,4,281,4.0,medium,F,40.0,3381
B,Ship,3,1,241,2.0,low,M,8.0,5602
C,Flight,4,2,200,2.0,low,F,8.0,4222
C,Ship,3,2,154,2.0,high,F,4.0,1009
B,Road,5,1,236,2.0,low,F,2.0,4987
F,Ship,4,3,249,3.0,medium,F,6.0,5657
A,Ship,4,3,211,5.0,high,M,9.0,5652
D,Ship,5,5,224,5.0,low,F,7.0,1505
B,Ship,4,4,198,2.0,medium,M,2.0,5725
A,Flight,3,2,227,2.0,medium,M,9.0,4659
F,Ship,5,3,211,3.0,low,F,5.0,5087
B,Ship,3,4,134,3.0,medium,F,31.0,1540
F,Ship,3,3,181,2.0,medium,M,43.0,3719
C,Ship,2,3,129,5.0,medium,M,3.0,5444
F,Ship,2,5,123,4.0,medium,M,8.0,4042
F,Ship,4,3,251,5.0,medium,M,2.0,1482
D,Ship,3,4,265,5.0,low,F,35.0,3299
F,Flight,3,4,217,3.0,low,F,5.0,4077
C,Ship,5,5,234,2.0,medium,M,43.0,2548
D,Ship,2,3,142,3.0,medium,F,38.0,7640
B,Ship,3,4,169,3.0,low,F,4.0,5716
A,Ship,7,5,301,4.0,low,F,7.0,1727
B,Road,5,3,270,5.0,medium,M,9.0,1764
C,Flight,5,3,167,2.0,low,M,3.0,1140
F,Ship,7,1,289,4.0,low,F,4.0,1543
D,Ship,5,5,217,5.0,medium,M,5.0,1616
D,Flight,4,4,156,2.0,medium,F,7.0,5938
F,Flight,4,4,137,3.0,medium,F,8.0,4066
F,Ship,3,3,249,2.0,medium,M,9.0,4034
A,Flight,4,1,172,3.0,medium,M,7.0,4883
D,Ship,7,2,291,4.0,low,F,8.0,1275
F,Ship,3,1,202,3.0,medium,F,7.0,5818
F,Road,4,1,264,5.0,low,M,7.0,1007
F,Ship,3,1,189,4.0,low,F,4.0,4785
C,Ship,3,5,183,2.0,low,M,8.0,5881
A,Ship,2,3,139,3.0,low,M,9.0,1471
B,Ship,6,2,309,4.0,medium,F,8.0,1930
A,Ship,5,1,137,2.0,low,M,43.0,1012
D,Ship,4,4,211,4.0,medium,M,8.0,4747
B,Ship,3,1,112,2.0,high,M,22.0,1846
C,Road,6,3,298,4.0,low,F,1.0,1657
A,Ship,6,4,284,4.0,low,F,7.0,1518
B,Ship,4,1,201,4.0,medium,M,43.0,2925
C,Flight,4,4,248,3.0,high,F,10.0,4532
D,Ship,3,3,227,2.0,medium,F,24.0,2749
B,Ship,4,2,156,3.0,medium,M,5.0,4946
A,Ship,2,3,141,4.0,medium,M,8.0,4702
D,Ship,4,1,258,3.0,medium,M,7.0,4159
B,Ship,3,5,180,4.0,low,F,9.0,5105
F,Ship,4,4,173,5.0,medium,F,2.0,1175
C,Flight,3,4,138,3.0,medium,F,10.0,4327
B,Flight,5,5,232,5.0,medium,F,6.0,1246
C,Road,6,2,263,5.0,low,F,4.0,4591
B,Ship,3,2,265,5.0,low,M,9.0,5936
C,Ship,3,5,238,2.0,high,M,5.0,4052
F,Road,4,1,225,2.0,low,M,4.0,4102
F,Ship,3,3,152,2.0,medium,M,3.0,4193
F,Ship,4,5,163,3.0,high,M,4.0,5863
C,Ship,4,4,249,5.0,medium,F,2.0,4190
